State,Program,Service Category,Notes,Total Computable,Federal Share,Federal Share Medicaid,Federal Share ARRA,Federal Share BIPP,State Share,Year,Location
Guam,Medical Assistance Program,T-Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Michigan,Medical Assistance Program,T-Hospice Benefits,,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
New Mexico,Medical Assistance Program,T-Emergency,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Alaska,Medical Assistance Program,T-Home Health Services,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Virgin Islands,Medical Assistance Program,T-Occupational Therapy,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Ohio,Medical Assistance Program,C-Outpatient Hospital Services,,3482240,3368372,3368372,0,0,113868,2016,"Ohio
(40.056807, -82.405897)"
Arkansas,Medical Assistance Program,T-Increased ACA OFFSET - Fee for Service,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Virginia,Administration,Family Planning,,0,0,,,,0,2016,"Virginia
(37.542699, -78.45822)"
Georgia,Administration,Peer Review Organizations,,571218,428414,,,,142804,2016,"Georgia
(32.836038, -83.631709)"
Texas,Medical Assistance Program,T-Inpatient Hospital - Reg. Payments,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
California,Administration,Interagency Costs (State Level),,1559287029,779643525,,,,779643504,2016,"California
(37.640735, -121.002435)"
Michigan,Medical Assistance Program,Medicare - Part B,,338136138,221639489,221639489,0,0,116496649,2016,"Michigan
(44.66399, -84.711206)"
Alabama,Medical Assistance Program,C-Prescribed Drugs,,32883490,35715692,35715692,0,0,-2832202,2016,"Alabama
(32.839182, -86.631125)"
Alabama,Medical Assistance Program,T-Physician & Surgical Services - Vaccine codes,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Alabama,Medical Assistance Program,C-Outpatient Mental Health,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Iowa,Medical Assistance Program,T-Federally-Qualified Health Center,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Iowa,Administration,Immigration Status,,22908,22908,,,,0,2016,"Iowa
(42.46942, -93.815856)"
Idaho,Administration,Interagency Costs (State Level),,0,0,,,,0,2016,"Idaho
(43.680635, -114.364237)"
Michigan,Medical Assistance Program,T-Physician & Surgical Services - Reg. Payments,,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
Iowa,Medical Assistance Program,"MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Connecticut,Medical Assistance Program,Dental Services,,181132329,105938542,105938542,0,0,75193787,2016,"Connecticut
(41.544654, -72.651713)"
Arizona,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Arizona
(34.869712, -111.760902)"
California,Medical Assistance Program,Primary Care Case Management,,67696,33848,33848,0,0,33848,2016,"California
(37.640735, -121.002435)"
Iowa,Medical Assistance Program,T-School Based Services,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Tennessee,Medical Assistance Program,T-Medicaid - MCO,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Louisiana,Medical Assistance Program,Primary Care Case Management,,26593781,16543991,16543991,0,0,10049790,2016,"Louisiana
(31.2931, -92.463284)"
Mississippi,Medical Assistance Program,T-Home & Community-Based Services - St. Plan 1915(i) Only Pay.,,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Louisiana,Medical Assistance Program,Physician & Surgical Services - Sup. Payments,,20439364,12701887,12701887,0,0,7737477,2016,"Louisiana
(31.2931, -92.463284)"
North Dakota,Medical Assistance Program,MCO PAHP - Community First Choice,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Texas,Medical Assistance Program,T-Laboratory/Radiological,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
Iowa,Medical Assistance Program,C-Home and Community-Based Services - Regular Payment (WAIVER),,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Maryland,Medical Assistance Program,Hospice Benefits,,39889122,20099152,20099152,0,0,19789970,2016,"Maryland
(39.290443, -76.612333)"
New Hampshire,Medical Assistance Program,Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"New Hampshire
(43.657736, -71.500736)"
Wisconsin,Medical Assistance Program,C-Balance,,86156782,82606742,82606742,0,0,3550040,2016,"Wisconsin
(44.395526, -89.834513)"
Kentucky,Medical Assistance Program,C-Home And Community,,33943,33943,33943,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Arkansas,Administration,Recovery Audit Contractors Contigency Fee,,0,0,,,,0,2016,"Arkansas
(34.748745, -92.275105)"
Delaware,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Delaware
(39.008676, -75.574561)"
Arizona,Medical Assistance Program,T-Hospice Benefits,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
New Hampshire,Administration,Collections,,0,0,,,,0,2016,"New Hampshire
(43.657736, -71.500736)"
New Mexico,Administration,Mechanized Systems - In-House,,0,0,,,,0,2016,"New Mexico
(34.520396, -106.244402)"
Mississippi,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Rhode Island,Medical Assistance Program,C-Premiums: Over 150% - Cost Sharing Offset,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Indiana,Medical Assistance Program,C-Clinic Services,,9142409,9109463,9109463,0,0,32946,2016,"Indiana
(39.76845, -86.156212)"
Utah,Medical Assistance Program,Diagnostic Screening & Preventive Services,,7009115,4923198,4923198,0,0,2085917,2016,"Utah
(39.359772, -111.584173)"
Puerto Rico,Medical Assistance Program,"Prosthetic Devices, Dentures, Eyeglasses",,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Ohio,Medical Assistance Program,T-Mental Health Facility Services - Reg. Payments,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
New Hampshire,Administration,Design Development/Installation of Medicaid Elig. Determ. Sys. – Cost of In-house Activities,,674557,607102,,,,67455,2016,"New Hampshire
(43.657736, -71.500736)"
Vermont,Administration,Health Insurance Technology Administration,,0,0,,,,0,2016,"Vermont
(43.622479, -72.51927)"
Rhode Island,Administration,Balance,,215305429,159227414,,,,56078015,2016,"Rhode Island
(41.707447, -71.522488)"
South Carolina,Medical Assistance Program,"MCO PAHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
American Samoa,Medical Assistance Program,Coinsurance,,0,0,0,0,0,0,2016,American Samoa
Alaska,Medical Assistance Program,Balance,,1798434564,1167510073,1167552735,-42662,0,630924491,2016,"Alaska
(64.836661, -147.738891)"
Washington,Medical Assistance Program,C-Balance,,17827073,15434773,15434773,0,0,2392300,2016,"Washington
(47.517368, -120.467672)"
Oklahoma,Medical Assistance Program,T-Physician & Surgical Services - Evaluation and Management,,0,0,0,0,0,0,2016,"Oklahoma
(35.468494, -97.521264)"
Pennsylvania,Medical Assistance Program,T-Federally-Qualified Health Center,,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
Colorado,Medical Assistance Program,T-Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
South Carolina,Administration,Approved MMIS: Private,,4319607,3239706,,,,1079901,2016,"South Carolina
(34.009286, -81.037094)"
Wyoming,Medical Assistance Program,C-Medicare Payments,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Kentucky,Medical Assistance Program,C-MCO - National,,-7108674,-6988239,-6988239,0,0,-120435,2016,"Kentucky
(37.64591, -84.774043)"
Puerto Rico,Administration,Citizenship Verification Technology CHIPRA,,0,0,,,,0,2016,"Puerto Rico
(18.215692, -66.414655)"
North Carolina,Administration,External Review,,2201219,1650914,,,,550305,2016,"North Carolina
(35.47995, -79.180571)"
South Dakota,Medical Assistance Program,T-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
New Jersey,Medical Assistance Program,T-Private Duty Nursing,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
New York,Medical Assistance Program,T-Occupational Therapy,,0,0,0,0,0,0,2016,"New York
(42.826892, -75.544286)"
Indiana,Medical Assistance Program,All-Inclusive Care Elderly,,1497213,997144,997144,0,0,500069,2016,"Indiana
(39.76845, -86.156212)"
Iowa,Medical Assistance Program,C-Abortions,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Oklahoma,Medical Assistance Program,T-Other Care Services,,0,0,0,0,0,0,2016,"Oklahoma
(35.468494, -97.521264)"
Tennessee,Medical Assistance Program,T-Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
West Virginia,Medical Assistance Program,T-Physician & Surgical Services - Reg. Payments,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
Louisiana,Medical Assistance Program,Balance,,8637261244,5494617806,5494535324,-98561,181043,3142643438,2016,"Louisiana
(31.2931, -92.463284)"
Missouri,Medical Assistance Program,T-Mental Health Facility - DSH,,0,0,0,0,0,0,2016,"Missouri
(38.636168, -92.566292)"
West Virginia,Medical Assistance Program,T-Diagnostic Screening & Preventive Services,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
Delaware,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Colorado,Medical Assistance Program,Personal Care Services - Reg. Payments,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
South Dakota,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Wyoming,Medical Assistance Program,Nursing Facility Services - Sup. Payments,,29644379,14822193,14822193,0,0,14822186,2016,"Wyoming
(43.23558, -108.110518)"
Wisconsin,Medical Assistance Program,Federally-Qualified Health Center,,144808613,91870099,91874917,-4818,0,52938514,2016,"Wisconsin
(44.395526, -89.834513)"
Nebraska,Medical Assistance Program,T-Dental Services,,0,0,0,0,0,0,2016,"Nebraska
(41.640503, -99.367122)"
Michigan,Administration,Non-Emergency Medical Transportation,,4005225,2002614,,,,2002611,2016,"Michigan
(44.66399, -84.711206)"
California,Administration,Design Development/Installation of Medicaid Elig. Determ. Sys. – Cost of In-house Activities,,71695403,64525865,,,,7169538,2016,"California
(37.640735, -121.002435)"
Iowa,Administration,Approved MMIS: Inhouse,,7403670,5552757,,,,1850913,2016,"Iowa
(42.46942, -93.815856)"
Washington,Medical Assistance Program,C-Collections,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
Oklahoma,Medical Assistance Program,Health Home w Chronic Conditions,,27646243,24881618,24881618,0,0,2764625,2016,"Oklahoma
(35.468494, -97.521264)"
Oklahoma,Medical Assistance Program,Increased ACA OFFSET - Fee for Service,,-12366594,-12366594,-12366594,0,0,0,2016,"Oklahoma
(35.468494, -97.521264)"
Delaware,Administration,Family Planning,,0,0,,,,0,2016,"Delaware
(39.008676, -75.574561)"
Oregon,Administration,Mechanized Systems - In-House,,626,313,,,,313,2016,"Oregon
(44.567912, -120.156945)"
New Hampshire,Administration,Eligibility Determination Staff – Cost of Private Sector Contractors,,0,0,,,,0,2016,"New Hampshire
(43.657736, -71.500736)"
North Carolina,Administration,HIT Incentive Payments: Eligible Hospitals,,12286950,12286950,,,,0,2016,"North Carolina
(35.47995, -79.180571)"
California,Administration,Peer Review Organizations,,0,0,,,,0,2016,"California
(37.640735, -121.002435)"
Nebraska,Administration,Eligibility Determination Staff – Cost of Private Sector Contractors,,0,0,,,,0,2016,"Nebraska
(41.640503, -99.367122)"
Nebraska,Medical Assistance Program,"T-MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Nebraska
(41.640503, -99.367122)"
Minnesota,Administration,Approved MMIS: Inhouse,,35530697,26648024,,,,8882673,2016,"Minnesota
(46.357661, -94.793397)"
Arizona,Medical Assistance Program,Hospice Benefits,,681510,485481,485481,0,0,196029,2016,"Arizona
(34.869712, -111.760902)"
Rhode Island,Medical Assistance Program,T-Sterilizations,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Texas,Medical Assistance Program,C-Home And Community,,143689,132760,132760,0,0,10929,2016,"Texas
(31.827233, -99.423022)"
Indiana,Medical Assistance Program,T-Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Indiana
(39.76845, -86.156212)"
Vermont,Medical Assistance Program,64.21U Adjustments,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Washington,Medical Assistance Program,Clinic Services,,144012480,107997795,107997961,-166,0,36014685,2016,"Washington
(47.517368, -120.467672)"
Maine,Medical Assistance Program,T-Home & Community-Based Services - St. Plan 1915(i) Only Pay.,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Wyoming,Medical Assistance Program,C-Clinic Services,,190157,167338,167338,0,0,22819,2016,"Wyoming
(43.23558, -108.110518)"
Indiana,Medical Assistance Program,Home Health Services,,294386278,196060612,196063895,0,-3283,98325666,2016,"Indiana
(39.76845, -86.156212)"
South Carolina,Medical Assistance Program,C-Dental Services,,14890695,14890695,14890695,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Utah,Medical Assistance Program,C-Increased ACA OFFSET - MCO - 100%,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
District of Columbia,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,8750280,6562710,,,,2187570,2016,"District of Columbia
(38.892062, -77.019912)"
Pennsylvania,Administration,Peer Review Organizations,,10465402,7849052,,,,2616350,2016,"Pennsylvania
(40.789676, -77.858055)"
Virgin Islands,Medical Assistance Program,T-MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
New Jersey,Administration,Total Net Expenditures,,761335456,492933198,,,,268402258,2016,"New Jersey
(40.104655, -74.386686)"
Maryland,Medical Assistance Program,Home Health Services,,3184544,2028995,2029143,0,-148,1155549,2016,"Maryland
(39.290443, -76.612333)"
South Carolina,Medical Assistance Program,C-Inpatient Mental Health - DSH,,7982665,7982665,7982665,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
New Jersey,Medical Assistance Program,Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
West Virginia,Medical Assistance Program,"T-Medicaid MCO - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
Georgia,Medical Assistance Program,T-Physical Therapy,,0,0,0,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
Washington,Medical Assistance Program,Sterilizations,,13,7,7,0,0,6,2016,"Washington
(47.517368, -120.467672)"
Puerto Rico,Medical Assistance Program,Private Duty Nursing,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Pennsylvania,Medical Assistance Program,Total VIII Group,,4724757712,4637065452,4637065452,0,0,87692260,2016,"Pennsylvania
(40.789676, -77.858055)"
Washington,Medical Assistance Program,Home & Community Based Services State Plan 1915(k) Community First Choice,,1449375785,820899712,820899712,0,0,628476073,2016,"Washington
(47.517368, -120.467672)"
Minnesota,Medical Assistance Program,Drug Rebate Offset - National,,-279043360,-211008028,-211008028,0,0,-68035332,2016,"Minnesota
(46.357661, -94.793397)"
West Virginia,Administration,MMIS - Inhouse Activities,,0,0,,,,0,2016,"West Virginia
(38.668501, -80.709421)"
South Dakota,Administration,Eligibility Determination Staff – Cost of In-house Activities – 50% FFP,,0,0,,,,0,2016,"South Dakota
(44.35371, -100.373709)"
Rhode Island,Medical Assistance Program,C-Home And Community,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
New Hampshire,Administration,Balance,,127861342,89754650,,,,38106692,2016,"New Hampshire
(43.657736, -71.500736)"
North Dakota,Administration,Collections,,0,0,,,,0,2016,"North Dakota
(47.475879, -100.121011)"
Michigan,Medical Assistance Program,C-Prescribed Drugs,,24120285,23859788,23859788,0,0,260497,2016,"Michigan
(44.66399, -84.711206)"
Nevada,Medical Assistance Program,T-Inpatient Hospital - DSH,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Hawaii,Administration,Nurse Aide Training Costs,,30275,15138,,,,15137,2016,"Hawaii
(21.30992, -157.858158)"
Rhode Island,Medical Assistance Program,T-Increased ACA OFFSET - MCO,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Northern Mariana Islands,Medical Assistance Program,T-Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Guam,Medical Assistance Program,Dental Services,,1479129,721917,721917,0,0,757212,2016,"Guam
(13.3532, 144.653198)"
Florida,Medical Assistance Program,Rehabilitative Services (non-school-based),,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Iowa,Administration,Nurse Aide Training Costs,,1299353,649680,,,,649673,2016,"Iowa
(42.46942, -93.815856)"
West Virginia,Medical Assistance Program,T-Medicare - Part B,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
New Mexico,Medical Assistance Program,C-Clinic Services,,184553,185540,185540,0,0,-987,2016,"New Mexico
(34.520396, -106.244402)"
Rhode Island,Medical Assistance Program,C-Medical Equipment,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
American Samoa,Medical Assistance Program,Collections,,0,0,0,0,0,0,2016,American Samoa
Virginia,Medical Assistance Program,Prescribed Drugs,,114213292,58495500,58495500,0,0,55717792,2016,"Virginia
(37.542699, -78.45822)"
Hawaii,Administration,HIT Incentive Payments: Eligible Professionals,,2388502,2388502,,,,0,2016,"Hawaii
(21.30992, -157.858158)"
Wisconsin,Medical Assistance Program,T-Laboratory/Radiological,,0,40275,0,0,0,-40275,2016,"Wisconsin
(44.395526, -89.834513)"
Kentucky,Medical Assistance Program,T-Dental Services,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Louisiana,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Illinois,Medical Assistance Program,T-Intermediate Care Facility - Public,,0,0,0,0,0,0,2016,"Illinois
(40.477092, -88.993221)"
Ohio,Medical Assistance Program,C-Home and Community-Based Services - Regular Payment (WAIVER),,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Nevada,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,13295280,13089203,13089203,0,0,206077,2016,"Nevada
(39.491833, -117.070159)"
Pennsylvania,Medical Assistance Program,Nurse Practitioner Services,,438227,239182,239182,0,0,199045,2016,"Pennsylvania
(40.789676, -77.858055)"
Indiana,Medical Assistance Program,School Based Services,,10613096,7068325,7068325,0,0,3544771,2016,"Indiana
(39.76845, -86.156212)"
Virginia,Medical Assistance Program,C-Drug Rebate - State,,-79281,-54281,-54281,0,0,-25000,2016,"Virginia
(37.542699, -78.45822)"
Colorado,Medical Assistance Program,120% - 134% Of Poverty,,9856950,9856950,9856950,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Guam,Medical Assistance Program,Physical Therapy,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
South Dakota,Medical Assistance Program,T-Primary Care Case Management,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
District of Columbia,Medical Assistance Program,"T-MCO PAHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Virginia,Medical Assistance Program,C-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Virginia
(37.542699, -78.45822)"
Guam,Medical Assistance Program,120% - 134% Of Poverty,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Arizona,Medical Assistance Program,Primary Care Case Management,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
North Dakota,Administration,"Program Integrity/Fraud, Waste, and Abuse Activities",,821277,410639,,,,410638,2016,"North Dakota
(47.475879, -100.121011)"
Nevada,Medical Assistance Program,Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Alabama,Medical Assistance Program,"Prosthetic Devices, Dentures, Eyeglasses",,5221324,3651411,3651411,0,0,1569913,2016,"Alabama
(32.839182, -86.631125)"
Louisiana,Medical Assistance Program,All-Inclusive Care Elderly,,13022413,8101243,8101243,0,0,4921170,2016,"Louisiana
(31.2931, -92.463284)"
Ohio,Medical Assistance Program,"Services for Speech, Hearing & Language",,512274,322180,322180,0,0,190094,2016,"Ohio
(40.056807, -82.405897)"
Iowa,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,15186974,13906392,13906392,0,0,1280582,2016,"Iowa
(42.46942, -93.815856)"
New York,Medical Assistance Program,C-Medical Transport,,0,0,0,0,0,0,2016,"New York
(42.826892, -75.544286)"
Tennessee,Medical Assistance Program,T-Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Iowa,Medical Assistance Program,T-Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Florida,Medical Assistance Program,T-Medicaid - Other,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Texas,Medical Assistance Program,T-Occupational Therapy,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
Texas,Administration,Eligibility Determination Staff – Cost of Private Sector Contractors – 50% FFP,,7993242,3996622,,,,3996620,2016,"Texas
(31.827233, -99.423022)"
Kansas,Medical Assistance Program,T-MCO PIHP - Vaccine codes,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Iowa,Medical Assistance Program,C-Inpatient Mental Health - DSH,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
New Mexico,Medical Assistance Program,T-Prepaid Ambulatory Health Plan,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Mississippi,Medical Assistance Program,Diagnostic Screening & Preventive Services,,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
District of Columbia,Medical Assistance Program,Mental Health Facility - DSH,,6598647,4619054,4619054,0,0,1979593,2016,"District of Columbia
(38.892062, -77.019912)"
Washington,Medical Assistance Program,C-Premiums: Over 150% - Cost Sharing Offset,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
New Mexico,Administration,CVT Operation CHIPRA,,0,0,,,,0,2016,"New Mexico
(34.520396, -106.244402)"
Wyoming,Medical Assistance Program,MCO PIHP - Vaccine codes,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Utah,Administration,Operation of an Approved Medicaid Eligibility Determination Systems – Cost of In-house Activities,,0,0,,,,0,2016,"Utah
(39.359772, -111.584173)"
Northern Mariana Islands,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Alabama,Administration,TANF Secondary 90%,,0,0,,,,0,2016,"Alabama
(32.839182, -86.631125)"
Washington,Administration,Recovery Audit Contractors State Administration,,0,0,,,,0,2016,"Washington
(47.517368, -120.467672)"
Massachusetts,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,30752120,23064091,,,,7688029,2016,"Massachusetts
(42.268546, -72.085064)"
Wisconsin,Administration,Health Insurance Technology Administration,,0,0,,,,0,2016,"Wisconsin
(44.395526, -89.834513)"
Tennessee,Medical Assistance Program,T-MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Illinois,Medical Assistance Program,T-Intermediate Care - Private,,0,0,0,0,0,0,2016,"Illinois
(40.477092, -88.993221)"
Guam,Medical Assistance Program,"MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Utah,Medical Assistance Program,Intermediate Care Facility - Public,,32799625,23052030,23052030,0,0,9747595,2016,"Utah
(39.359772, -111.584173)"
New Mexico,Medical Assistance Program,120% - 134% Of Poverty,,4677463,4677463,4677463,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Wyoming,Medical Assistance Program,C-Inpatient Hospital Services - Reg. Payments,,339340,298619,298619,0,0,40721,2016,"Wyoming
(43.23558, -108.110518)"
Kentucky,Medical Assistance Program,T-Health Home w Chronic Conditions,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Vermont,Medical Assistance Program,T-Home & Community-Based Services - St. Plan 1915(i) Only Pay.,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
New York,Medical Assistance Program,Clinic Services,,1067254695,596864035,596864035,0,0,470390660,2016,"New York
(42.826892, -75.544286)"
North Dakota,Medical Assistance Program,Personal Care Services - SDS 1915(j),,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Pennsylvania,Medical Assistance Program,C-Inpatient Mental Health - Reg. Payment,,276867,247546,247546,0,0,29321,2016,"Pennsylvania
(40.789676, -77.858055)"
Georgia,Medical Assistance Program,T-Drug Rebate Offset - National,,0,0,0,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
North Dakota,Medical Assistance Program,Home & Community-Based Services - Reg. Pay. (Waiv),,203445824,101586825,101586825,0,0,101858999,2016,"North Dakota
(47.475879, -100.121011)"
Hawaii,Medical Assistance Program,Emergency Services for Undocumented Aliens,,3632358,1964194,1964194,0,0,1668164,2016,"Hawaii
(21.30992, -157.858158)"
Arizona,Administration,MMIS - Inhouse Activities,,465435,418894,,,,46541,2016,"Arizona
(34.869712, -111.760902)"
Georgia,Administration,HIT Incentive Payments: Eligible Professionals,,12408735,12408735,,,,0,2016,"Georgia
(32.836038, -83.631709)"
New Mexico,Medical Assistance Program,T-Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Minnesota,Medical Assistance Program,C-Inpatient Mental Health - Reg. Payment,,75,66,66,0,0,9,2016,"Minnesota
(46.357661, -94.793397)"
Arkansas,Administration,HIT: Implementation and Operation: Cost of Private Contractors,,2700382,2430344,,,,270038,2016,"Arkansas
(34.748745, -92.275105)"
Nebraska,Medical Assistance Program,T-Drug Rebate Offset - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Nebraska
(41.640503, -99.367122)"
Maryland,Administration,Skilled Professional Medical Personnel - Single State Agency,,35386577,26539933,,,,8846644,2016,"Maryland
(39.290443, -76.612333)"
Pennsylvania,Medical Assistance Program,T-Physical Therapy,,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
Washington,Medical Assistance Program,T-Drug Rebate Offset - National,,0,-466276,0,0,0,466276,2016,"Washington
(47.517368, -120.467672)"
Georgia,Administration,Mechanized Systems - In-House,,0,0,,,,0,2016,"Georgia
(32.836038, -83.631709)"
Oregon,Medical Assistance Program,"T-MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Oregon
(44.567912, -120.156945)"
